x,y,longitude,latitude,area
9176,5085,760315.899,3352869.56,24.5
9661,5083,760558.399,3352870.56,25.5
8488,5077,759971.899,3352873.56,24.5
9454,5073,760454.899,3352875.56,20.0
8555,5072,760005.399,3352876.06,18.5
8539,5074,759997.399,3352875.06,45.0
8367,5067,759911.399,3352878.56,14.5
8945,5065,760200.399,3352879.56,13.5
9576,5063,760515.899,3352880.56,16.0
8206,5063,759830.899,3352880.56,11.5
9499,5062,760477.399,3352881.06,11.5
8400,5063,759927.899,3352880.56,14.5
9635,5062,760545.399,3352881.06,13.5
10057,5058,760756.399,3352883.06,11.0
8930,5057,760192.899,3352883.56,10.5
9617,5049,760536.399,3352887.56,16.0
9207,5049,760331.399,3352887.56,11.5
8229,5052,759842.399,3352886.06,38.0
9975,5049,760715.399,3352887.56,20.5
9096,5045,760275.899,3352889.56,11.0
9058,5044,760256.899,3352890.06,12.5
9926,5042,760690.899,3352891.06,11.0
9880,5040,760667.899,3352892.06,18.0
9960,5040,760707.899,3352892.06,10.5
9209,5039,760332.399,3352892.56,11.0
8568,5037,760011.899,3352893.56,13.5
9199,5036,760327.399,3352894.06,26.5
9928,5032,760691.899,3352896.06,21.0
9976,5030,760715.899,3352897.06,10.5
8810,5029,760132.899,3352897.56,15.0
9750,5027,760602.899,3352898.56,12.0
9981,5018,760718.399,3352903.06,18.0
10157,5016,760806.399,3352904.06,13.0
9923,5016,760689.399,3352904.06,18.5
9604,5016,760529.899,3352904.06,24.5
9055,5014,760255.399,3352905.06,11.5
9203,5009,760329.399,3352907.56,12.5
8990,5006,760222.899,3352909.06,12.5
9101,5002,760278.399,3352911.06,14.0
8982,5000,760218.899,3352912.06,12.0
8373,4999,759914.399,3352912.56,20.0
8889,4998,760172.399,3352913.06,17.5
8355,4999,759905.399,3352912.56,36.5
8866,4996,760160.899,3352914.06,20.5
8335,4996,759895.399,3352914.06,10.5
8854,4996,760154.899,3352914.06,33.5
9185,4996,760320.399,3352914.06,17.5
8462,4992,759958.899,3352916.06,11.5
8285,4991,759870.399,3352916.56,13.5
9970,4984,760712.899,3352920.06,12.5
8452,4986,759953.899,3352919.06,34.0
9305,4984,760380.399,3352920.06,12.0
8362,4983,759908.899,3352920.56,15.5
10229,4980,760842.399,3352922.06,10.5
8857,4980,760156.399,3352922.06,11.0
8842,4980,760148.899,3352922.06,13.0
9860,4978,760657.899,3352923.06,16.0
9457,4976,760456.399,3352924.06,23.5
9361,4974,760408.399,3352925.06,11.0
8368,4976,759911.899,3352924.06,14.0
8949,4975,760202.399,3352924.56,36.5
9350,4968,760402.899,3352928.06,18.0
8552,4969,760003.899,3352927.56,32.5
8500,4969,759977.899,3352927.56,13.5
9997,4967,760726.399,3352928.56,17.0
9434,4964,760444.899,3352930.06,13.0
9803,4964,760629.399,3352930.06,33.0
8466,4961,759960.899,3352931.56,21.0
9946,4961,760700.899,3352931.56,27.0
8464,4951,759959.899,3352936.56,15.5
9488,4949,760471.899,3352937.56,11.5
8443,4949,759949.399,3352937.56,14.0
8377,4949,759916.399,3352937.56,12.5
8533,4948,759994.399,3352938.06,23.0
8438,4946,759946.899,3352939.06,17.0
8455,4942,759955.399,3352941.06,12.5
9962,4942,760708.899,3352941.06,13.0
8516,4941,759985.899,3352941.56,12.0
8274,4937,759864.899,3352943.56,19.0
8361,4935,759908.399,3352944.56,21.0
9380,4934,760417.899,3352945.06,15.0
8391,4933,759923.399,3352945.56,14.5
8803,4933,760129.399,3352945.56,21.5
8383,4933,759919.399,3352945.56,11.0
8531,4931,759993.399,3352946.56,21.5
8214,4931,759834.899,3352946.56,23.0
8419,4927,759937.399,3352948.56,19.0
9042,4925,760248.899,3352949.56,31.5
9968,4918,760711.899,3352953.06,20.5
8433,4916,759944.399,3352954.06,11.5
9957,4915,760706.399,3352954.56,53.5
9358,4911,760406.899,3352956.56,10.5
8533,4911,759994.399,3352956.56,31.0
8370,4912,759912.899,3352956.06,41.0
9242,4909,760348.899,3352957.56,15.5
9343,4899,760399.399,3352962.56,12.0
8563,4898,760009.399,3352963.06,20.5
8553,4896,760004.399,3352964.06,21.0
8402,4894,759928.899,3352965.06,16.0
9114,4893,760284.899,3352965.56,15.0
9348,4891,760401.899,3352966.56,14.0
8614,4892,760034.899,3352966.06,17.5
8578,4893,760016.899,3352965.56,16.0
8603,4890,760029.399,3352967.06,10.5
9082,4891,760268.899,3352966.56,27.5
8641,4886,760048.399,3352969.06,27.5
9290,4885,760372.899,3352969.56,15.0
8377,4885,759916.399,3352969.56,19.0
9741,4881,760598.399,3352971.56,17.5
9194,4879,760324.899,3352972.56,14.5
8367,4876,759911.399,3352974.06,10.5
8362,4873,759908.899,3352975.56,11.0
8311,4872,759883.399,3352976.06,16.0
8526,4872,759990.899,3352976.06,13.5
8736,4871,760095.899,3352976.56,16.5
9404,4869,760429.899,3352977.56,14.0
9211,4868,760333.399,3352978.06,11.5
8597,4867,760026.399,3352978.56,19.0
8350,4867,759902.899,3352978.56,16.0
9790,4861,760622.899,3352981.56,18.5
8516,4860,759985.899,3352982.06,21.5
8454,4858,759954.899,3352983.06,22.5
9314,4856,760384.899,3352984.06,15.0
9725,4853,760590.399,3352985.56,10.5
9205,4853,760330.399,3352985.56,17.0
8513,4853,759984.399,3352985.56,19.0
8525,4851,759990.399,3352986.56,16.0
8471,4847,759963.399,3352988.56,16.0
10101,4844,760778.399,3352990.06,15.5
9230,4842,760342.899,3352991.06,14.5
8458,4842,759956.899,3352991.06,20.0
9835,4843,760645.399,3352990.56,34.5
8472,4836,759963.899,3352994.06,11.5
9096,4836,760275.899,3352994.06,19.0
8446,4832,759950.899,3352996.06,17.5
9843,4832,760649.399,3352996.06,14.0
9863,4825,760659.399,3352999.56,16.0
8510,4823,759982.899,3353000.56,13.0
9795,4822,760625.399,3353001.06,22.0
8903,4822,760179.399,3353001.06,14.5
8467,4823,759961.399,3353000.56,21.5
9765,4809,760610.399,3353007.56,14.5
9874,4789,760664.899,3353017.56,11.5
9809,4789,760632.399,3353017.56,38.5
9522,4784,760488.899,3353020.06,13.0
8954,4782,760204.899,3353021.06,11.5
9545,4781,760500.399,3353021.56,17.0
9855,4780,760655.399,3353022.06,16.5
9668,4780,760561.899,3353022.06,22.0
9806,4779,760630.899,3353022.56,14.0
9861,4771,760658.399,3353026.56,21.5
9797,4763,760626.399,3353030.56,18.0
9561,4762,760508.399,3353031.06,32.0
9529,4762,760492.399,3353031.06,14.5
9593,4746,760524.399,3353039.06,17.5
9379,4690,760417.399,3353067.06,12.0
9482,4689,760468.899,3353067.56,23.0
8718,4672,760086.899,3353076.06,11.0
8404,4671,759929.899,3353076.56,16.0
8772,4670,760113.899,3353077.06,50.5
9541,4665,760498.399,3353079.56,15.0
8823,4664,760139.399,3353080.06,15.0
9278,4661,760366.899,3353081.56,21.0
9286,4661,760370.899,3353081.56,24.5
9487,4659,760471.399,3353082.56,17.0
9527,4658,760491.399,3353083.06,18.0
8437,4657,759946.399,3353083.56,14.5
8385,4657,759920.399,3353083.56,19.5
8848,4654,760151.899,3353085.06,12.5
8724,4653,760089.899,3353085.56,10.5
8669,4652,760062.399,3353086.06,43.5
8855,4646,760155.399,3353089.06,41.0
8566,4639,760010.899,3353092.56,21.0
8615,4632,760035.399,3353096.06,10.5
9481,4630,760468.399,3353097.06,12.5
8577,4631,760016.399,3353096.56,12.0
8428,4629,759941.899,3353097.56,12.0
8301,4628,759878.399,3353098.06,16.0
8853,4624,760154.399,3353100.06,12.0
8452,4625,759953.899,3353099.56,14.5
8592,4624,760023.899,3353100.06,17.0
10082,4621,760768.899,3353101.56,16.5
8957,4619,760206.399,3353102.56,11.0
8563,4617,760009.399,3353103.56,11.5
8944,4616,760199.899,3353104.06,15.0
8819,4615,760137.399,3353104.56,12.0
8475,4615,759965.399,3353104.56,25.5
10066,4611,760760.899,3353106.56,15.0
8465,4610,759960.399,3353107.06,17.0
8904,4605,760179.899,3353109.56,11.0
9050,4603,760252.899,3353110.56,12.0
8306,4601,759880.899,3353111.56,10.5
8769,4599,760112.399,3353112.56,14.0
8252,4603,759853.899,3353110.56,26.5
8284,4602,759869.899,3353111.06,39.5
8322,4599,759888.899,3353112.56,20.5
8350,4596,759902.899,3353114.06,13.5
8483,4600,759969.399,3353112.06,92.0
8363,4593,759909.399,3353115.56,13.0
8652,4594,760053.899,3353115.06,16.0
9025,4590,760240.399,3353117.06,14.5
8844,4590,760149.899,3353117.06,46.5
8375,4591,759915.399,3353116.56,44.0
8350,4589,759902.899,3353117.56,18.0
8299,4585,759877.399,3353119.56,11.0
9013,4584,760234.399,3353120.06,11.5
8289,4583,759872.399,3353120.56,12.0
8960,4579,760207.899,3353122.56,23.5
8322,4576,759888.899,3353124.06,31.5
8802,4573,760128.899,3353125.56,18.5
8283,4572,759869.399,3353126.06,14.0
9881,4572,760668.399,3353126.06,11.0
9110,4571,760282.899,3353126.56,25.5
8348,4570,759901.899,3353127.06,29.0
8774,4569,760114.899,3353127.56,14.0
10163,4568,760809.399,3353128.06,28.0
8920,4568,760187.899,3353128.06,27.5
9079,4564,760267.399,3353130.06,16.0
9096,4564,760275.899,3353130.06,33.5
8935,4561,760195.399,3353131.56,15.5
9848,4558,760651.899,3353133.06,17.0
9114,4557,760284.899,3353133.56,17.5
8218,4556,759836.899,3353134.06,22.5
8475,4551,759965.399,3353136.56,15.5
9119,4550,760287.399,3353137.06,24.5
8954,4550,760204.899,3353137.06,17.0
8326,4552,759890.899,3353136.06,39.0
10007,4547,760731.399,3353138.56,22.0
8718,4545,760086.899,3353139.56,25.5
9023,4538,760239.399,3353143.06,20.0
8907,4535,760181.399,3353144.56,18.5
8591,4533,760023.399,3353145.56,11.0
8970,4530,760212.899,3353147.06,42.5
8529,4528,759992.399,3353148.06,47.5
8289,4526,759872.399,3353149.06,16.5
9216,4522,760335.899,3353151.06,13.0
8434,4522,759944.899,3353151.06,31.5
9037,4522,760246.399,3353151.06,79.0
10022,4518,760738.899,3353153.06,17.5
8396,4510,759925.899,3353157.06,15.0
9169,4508,760312.399,3353158.06,15.5
8856,4512,760155.899,3353156.06,73.5
8778,4508,760116.899,3353158.06,11.5
8833,4511,760144.399,3353156.56,71.5
8427,4506,759941.399,3353159.06,14.0
8760,4501,760107.899,3353161.56,17.0
9489,4499,760472.399,3353162.56,16.5
9259,4497,760357.399,3353163.56,12.0
8476,4498,759965.899,3353163.06,19.5
9141,4493,760298.399,3353165.56,14.0
8858,4487,760156.899,3353168.56,19.5
9000,4486,760227.899,3353169.06,22.0
8880,4485,760167.899,3353169.56,31.0
8610,4486,760032.899,3353169.06,25.0
8821,4480,760138.399,3353172.06,23.0
9192,4479,760323.899,3353172.56,14.5
9205,4477,760330.399,3353173.56,19.5
8833,4477,760144.399,3353173.56,12.5
8971,4469,760213.399,3353177.56,14.0
8821,4468,760138.399,3353178.06,10.5
9180,4465,760317.899,3353179.56,11.0
9104,4463,760279.899,3353180.56,20.0
8359,4463,759907.399,3353180.56,28.0
9583,4462,760519.399,3353181.06,13.0
8536,4458,759995.899,3353183.06,24.0
8523,4459,759989.399,3353182.56,16.5
8493,4456,759974.399,3353184.06,11.0
8925,4459,760190.399,3353182.56,40.5
10159,4451,760807.399,3353186.56,10.5
8802,4454,760128.899,3353185.06,53.5
9685,4451,760570.399,3353186.56,11.5
8870,4451,760162.899,3353186.56,28.5
9599,4448,760527.399,3353188.06,16.5
8620,4445,760037.899,3353189.56,12.0
9477,4443,760466.399,3353190.56,11.0
8701,4443,760078.399,3353190.56,20.0
8953,4442,760204.399,3353191.06,23.5
9318,4441,760386.899,3353191.56,36.5
9157,4440,760306.399,3353192.06,18.5
8782,4435,760118.899,3353194.56,11.5
9605,4430,760530.399,3353197.06,15.0
9577,4430,760516.399,3353197.06,15.5
9097,4426,760276.399,3353199.06,17.0
8435,4424,759945.399,3353200.06,16.0
9244,4421,760349.899,3353201.56,20.5
8571,4421,760013.399,3353201.56,14.5
8532,4423,759993.899,3353200.56,12.0
8561,4423,760008.399,3353200.56,48.0
9123,4420,760289.399,3353202.06,16.5
9357,4421,760406.399,3353201.56,45.0
8551,4419,760003.399,3353202.56,26.5
8213,4420,759834.399,3353202.06,27.0
8328,4418,759891.899,3353203.06,10.5
9328,4417,760391.899,3353203.56,24.0
9227,4413,760341.399,3353205.56,13.5
8927,4419,760191.399,3353202.56,71.0
8373,4415,759914.399,3353204.56,22.0
9301,4414,760378.399,3353205.06,25.0
8498,4412,759976.899,3353206.06,11.5
8548,4408,760001.899,3353208.06,28.0
9280,4405,760367.899,3353209.56,18.0
8453,4402,759954.399,3353211.06,15.5
8539,4401,759997.399,3353211.56,11.5
9475,4402,760465.399,3353211.06,18.0
9187,4402,760321.399,3353211.06,25.5
8390,4399,759922.899,3353212.56,30.0
8864,4396,760159.899,3353214.06,12.0
9326,4395,760390.899,3353214.56,12.0
8545,4396,760000.399,3353214.06,14.5
9202,4393,760328.899,3353215.56,12.5
8934,4394,760194.899,3353215.06,27.5
8911,4396,760183.399,3353214.06,46.5
9386,4393,760420.899,3353215.56,38.5
9496,4390,760475.899,3353217.06,14.0
9193,4391,760324.399,3353216.56,12.0
9664,4389,760559.899,3353217.56,11.5
8493,4389,759974.399,3353217.56,15.0
9249,4388,760352.399,3353218.06,25.5
8975,4388,760215.399,3353218.06,29.5
10185,4389,760820.399,3353217.56,20.0
9207,4387,760331.399,3353218.56,16.0
9744,4387,760599.899,3353218.56,20.0
9221,4386,760338.399,3353219.06,24.0
9309,4385,760382.399,3353219.56,14.0
9403,4383,760429.399,3353220.56,22.5
9628,4382,760541.899,3353221.06,10.5
9294,4383,760374.899,3353220.56,13.5
9281,4383,760368.399,3353220.56,28.0
8876,4381,760165.899,3353221.56,11.0
8501,4381,759978.399,3353221.56,17.0
8429,4380,759942.399,3353222.06,15.0
8479,4378,759967.399,3353223.06,13.5
9825,4377,760640.399,3353223.56,12.0
9291,4374,760373.399,3353225.06,11.0
8927,4377,760191.399,3353223.56,40.5
9318,4374,760386.899,3353225.06,13.5
9428,4365,760441.899,3353229.56,21.0
9191,4363,760323.399,3353230.56,16.0
9224,4361,760339.899,3353231.56,18.0
9375,4357,760415.399,3353233.56,16.5
8464,4360,759959.899,3353232.06,21.0
8737,4361,760096.399,3353231.56,82.5
10215,4352,760835.399,3353236.06,10.5
9144,4348,760299.899,3353238.06,11.5
9280,4342,760367.899,3353241.06,11.0
9753,4342,760604.399,3353241.06,34.5
8893,4342,760174.399,3353241.06,34.0
8596,4346,760025.899,3353239.06,101.5
9202,4333,760328.899,3353245.56,14.5
9285,4332,760370.399,3353246.06,17.0
9222,4330,760338.899,3353247.06,19.0
8787,4330,760121.399,3353247.06,20.5
8771,4331,760113.399,3353246.56,25.5
9615,4328,760535.399,3353248.06,10.5
9608,4327,760531.899,3353248.56,19.0
9238,4325,760346.899,3353249.56,11.0
8886,4328,760170.899,3353248.06,55.5
8662,4324,760058.899,3353250.06,21.5
8950,4322,760202.899,3353251.06,10.5
8967,4322,760211.399,3353251.06,11.5
8669,4319,760062.399,3353252.56,22.5
8437,4318,759946.399,3353253.06,14.0
9621,4317,760538.399,3353253.56,15.5
8930,4318,760192.899,3353253.06,10.5
8459,4314,759957.399,3353255.06,10.5
8451,4316,759953.399,3353254.06,36.0
9344,4310,760399.899,3353257.06,20.5
9870,4309,760662.899,3353257.56,14.5
9450,4309,760452.899,3353257.56,13.0
8628,4310,760041.899,3353257.06,51.5
8964,4303,760209.899,3353260.56,13.0
9349,4301,760402.399,3353261.56,11.5
8539,4303,759997.399,3353260.56,31.0
8487,4304,759971.399,3353260.06,29.0
8988,4299,760221.899,3353262.56,18.5
8614,4298,760034.899,3353263.06,39.0
8554,4301,760004.899,3353261.56,94.0
9773,4293,760614.399,3353265.56,11.0
9920,4291,760687.899,3353266.56,24.0
8535,4292,759995.399,3353266.06,24.5
9568,4289,760511.899,3353267.56,20.0
8496,4288,759975.899,3353268.06,26.0
9260,4285,760357.899,3353269.56,11.0
9413,4283,760434.399,3353270.56,13.0
9008,4290,760231.899,3353267.06,111.5
8610,4277,760032.899,3353273.56,39.0
9271,4274,760363.399,3353275.06,11.0
9257,4272,760356.399,3353276.06,12.0
9659,4270,760557.399,3353277.06,31.0
9402,4270,760428.899,3353277.06,24.5
9477,4265,760466.399,3353279.56,12.5
9412,4262,760433.899,3353281.06,23.0
8744,4263,760099.899,3353280.56,74.5
8466,4261,759960.899,3353281.56,33.0
9721,4259,760588.399,3353282.56,14.0
8499,4259,759977.399,3353282.56,23.0
8459,4257,759957.399,3353283.56,10.5
8582,4253,760018.899,3353285.56,14.5
9873,4253,760664.399,3353285.56,20.0
8758,4251,760106.899,3353286.56,11.0
8511,4253,759983.399,3353285.56,40.5
8959,4252,760207.399,3353286.06,47.0
9109,4246,760282.399,3353289.06,11.0
9406,4244,760430.899,3353290.06,15.5
8949,4246,760202.399,3353289.06,28.5
9913,4243,760684.399,3353290.56,13.5
8983,4245,760219.399,3353289.56,22.0
8994,4245,760224.899,3353289.56,55.0
9312,4241,760383.899,3353291.56,15.5
9384,4240,760419.899,3353292.06,48.0
8681,4236,760068.399,3353294.06,14.5
9655,4230,760555.399,3353297.06,18.5
9348,4229,760401.899,3353297.56,11.0
8625,4230,760040.399,3353297.06,27.5
8598,4233,760026.899,3353295.56,55.5
9870,4228,760662.899,3353298.06,12.5
9808,4226,760631.899,3353299.06,21.0
8924,4227,760189.899,3353298.56,14.5
8688,4224,760071.899,3353300.06,11.0
8506,4225,759980.899,3353299.56,29.5
9392,4222,760423.899,3353301.06,25.0
8712,4226,760083.899,3353299.06,81.0
9404,4221,760429.899,3353301.56,27.5
8613,4220,760034.399,3353302.06,14.5
8383,4220,759919.399,3353302.06,22.5
9444,4218,760449.899,3353303.06,11.0
9006,4218,760230.899,3353303.06,19.5
8631,4219,760043.399,3353302.56,92.5
8544,4217,759999.899,3353303.56,40.5
9908,4214,760681.899,3353305.06,16.0
8655,4219,760055.399,3353302.56,63.5
8718,4215,760086.899,3353304.56,46.5
8651,4213,760053.399,3353305.56,16.5
9926,4211,760690.899,3353306.56,15.0
9391,4206,760423.399,3353309.06,16.0
9304,4205,760379.899,3353309.56,11.5
9875,4207,760665.399,3353308.56,57.5
8508,4207,759981.899,3353308.56,49.5
8728,4203,760091.899,3353310.56,27.5
9313,4201,760384.399,3353311.56,19.5
9180,4203,760317.899,3353310.56,30.5
9238,4198,760346.899,3353313.06,12.5
8525,4197,759990.399,3353313.56,14.5
9221,4198,760338.399,3353313.06,43.0
9388,4197,760421.899,3353313.56,27.0
8667,4193,760061.399,3353315.56,16.0
9953,4194,760704.399,3353315.06,26.0
9988,4191,760721.899,3353316.56,16.5
9455,4190,760455.399,3353317.06,11.0
8617,4195,760036.399,3353314.56,72.0
8726,4190,760090.899,3353317.06,11.0
9483,4182,760469.399,3353321.06,14.0
8474,4181,759964.899,3353321.56,14.0
9665,4181,760560.399,3353321.56,16.5
9053,4178,760254.399,3353323.06,46.0
9500,4172,760477.899,3353326.06,11.0
9679,4169,760567.399,3353327.56,14.5
9942,4169,760698.899,3353327.56,20.5
9432,4165,760443.899,3353329.56,13.5
9362,4164,760408.899,3353330.06,11.0
8531,4162,759993.399,3353331.06,12.5
9473,4162,760464.399,3353331.06,17.5
9762,4160,760608.899,3353332.06,11.5
9084,4155,760269.899,3353334.56,11.0
9949,4150,760702.399,3353337.06,11.0
8550,4150,760002.899,3353337.06,18.0
9341,4149,760398.399,3353337.56,20.5
8569,4151,760012.399,3353336.56,31.0
9303,4145,760379.399,3353339.56,18.5
8765,4146,760110.399,3353339.06,11.0
8498,4143,759976.899,3353340.56,27.5
9029,4139,760242.399,3353342.56,23.5
8536,4136,759995.899,3353344.06,20.5
8605,4133,760030.399,3353345.56,28.0
9444,4131,760449.899,3353346.56,34.5
8529,4129,759992.399,3353347.56,11.0
9364,4128,760409.899,3353348.06,45.0
8738,4128,760096.899,3353348.06,10.5
9013,4121,760234.399,3353351.56,16.5
9383,4116,760419.399,3353354.06,13.0
8676,4116,760065.899,3353354.06,41.0
9476,4113,760465.899,3353355.56,11.0
9369,4113,760412.399,3353355.56,20.0
8922,4108,760188.899,3353358.06,26.0
8852,4112,760153.899,3353356.06,53.0
8687,4108,760071.399,3353358.06,39.5
8642,4107,760048.899,3353358.56,26.5
8468,4105,759961.899,3353359.56,44.0
8782,4102,760118.899,3353361.06,23.0
8749,4103,760102.399,3353360.56,44.0
8831,4105,760143.399,3353359.56,90.0
8736,4106,760095.899,3353359.06,61.0
9663,4100,760559.399,3353362.06,12.0
8608,4098,760031.899,3353363.06,10.5
9776,4097,760615.899,3353363.56,17.0
3284,11374,757369.899,3349725.06,14.0
2562,11315,757008.899,3349754.56,13.5
3068,11278,757261.899,3349773.06,25.5
2804,11277,757129.899,3349773.56,19.0
3109,11194,757282.399,3349815.06,14.0
3069,11122,757262.399,3349851.06,15.0
3812,11008,757633.899,3349908.06,13.0
3958,10900,757706.899,3349962.06,12.5
3773,10594,757614.399,3350115.06,13.0
5085,11330,758270.399,3349747.06,14.0
6064,11069,758759.899,3349877.56,18.5
5620,10934,758537.899,3349945.06,11.5
5744,10817,758599.899,3350003.56,11.0
5863,10410,758659.399,3350207.06,11.0
22972,10845,767213.899,3349989.56,16.0
22881,10416,767168.399,3350204.06,26.0
22867,10414,767161.399,3350205.06,11.5
